ProfileKey,ProfileID,UserName,Gender,BirthDate,ProfileCreationDate,AppRating
3480,P1049,Patrick Jackson,M,1945-08-29,1997-08-30,4
3481,P1050,Jasmine Brown,M,1945-09-11,1989-12-23,2
3482,P1051,JOHN D. PINCH,F,1973-08-02,2014-07-10,4
3483,P1052,Beth Boyd,F,1973-08-25,2013-01-23,1
3484,P1053,Samantha Salazar,F,1973-08-08,1977-11-29,5
3485,P1054,MICHAEL PARKER,M,1992-09-06,2007-11-22,3
3486,P1055,Thomas Clark,M,1992-09-17,2014-02-25,1
3487,P1056,Brenda Harvey MD,M,1992-09-11,2023-12-05,1
3488,P1057,BRIAN J. MCAVOY,F,1971-10-04,1999-11-17,2
3489,P1058,Brandon Larson,F,1971-10-21,1977-12-31,4
3490,P1059,CARRINGTON W. CRAWFORD,F,1987-12-15,1993-01-15,4
3491,P1060,Rebecca Crosby,F,1987-12-17,2002-01-03,4
3492,P1061,Kathleen Wiley,F,1988-01-09,2020-05-04,5
3493,P1062,Eric Brooks,F,1988-01-08,2001-11-11,1
3494,P1063,Jeffrey Page,F,1987-12-20,1991-01-13,2
3495,P1064,DAVID T. KIGER,M,1995-09-06,2007-06-25,5
3496,P1065,Donald Richardson,M,1995-09-28,2004-04-06,1
3497,P1066,JOHN E. HOWARD,M,1978-05-18,2002-11-10,1
3498,P1067,Kim Sullivan,M,1978-05-19,2021-06-28,1
3499,P1068,Kristy Wilson,M,1978-05-25,2019-12-06,4
3500,P1069,MICHAEL J. DAVIS,F,1974-05-01,1976-04-17,3
3501,P1070,Robert Adams,F,1974-05-07,2014-07-28,5
3502,P1071,ROBERT D. COVEY,M,1963-01-01,2006-11-29,1
3503,P1072,Charles Davis,M,1963-01-20,1977-01-02,3
3504,P1073,Daniel Warren,M,1963-01-28,2015-04-11,3
3505,P1074,Jonathon Summers,M,1963-01-04,1980-06-28,2
3506,P1075,Shelby King,M,1963-01-29,2004-07-13,3
3507,P1076,SHANE R. CLAIBORNE,F,1966-05-02,1993-01-13,3
3508,P1077,Joy Miller,F,1966-05-17,2012-10-12,4
3509,P1078,Jessica Rocha,F,1966-05-04,1966-06-28,3
3510,P1079,THOMAS E. DOYLE,M,1971-02-16,1971-11-19,3
3511,P1080,Craig Rodriguez,M,1971-03-06,1996-02-25,4
3512,P1081,Mark Allen,M,1971-02-19,2001-02-24,2
3513,P1082,Kayla Holland,M,1971-02-27,2016-06-13,5
3514,P1083,Elizabeth Brooks,M,1971-02-24,1999-06-18,5
3515,P1084,DAVID M. DEVIESE,M,2005-10-03,2013-06-15,5
3516,P1085,Michael Mueller Jr.,M,2005-10-25,2019-04-23,3
3517,P1086,Jeffrey Rodriguez,M,2005-10-31,2006-08-22,3
3518,P1087,Leah Ward,M,2005-10-25,2018-09-05,1
3519,P1088,Sandra Ball,M,2005-10-21,2015-01-23,3
3520,P1089,WILLIAM M. SUTHERLAND,M,1994-04-08,2019-05-03,3
3521,P1090,Jesse Wade,M,1994-05-05,2013-10-19,1
3522,P1091,Maureen Reyes,M,1994-04-12,2004-05-16,3
3523,P1092,RICHARD K. GOLDEN,F,1971-08-30,2009-02-05,2
3524,P1093,Cody Smith,F,1971-09-03,1977-12-26,5
3525,P1094,PETER R. MURCHIE,M,1934-07-20,2016-07-21,2
3526,P1095,John Gates,M,1934-07-24,2002-03-23,2
3527,P1096,RUBY ANN E. BISSON,M,1971-12-04,2019-05-11,4
3528,P1097,Robert Conway,M,1971-12-13,1985-03-23,4
3529,P1098,Dennis Osborn,M,1971-12-27,2006-03-14,5
3530,P1099,John Preston,M,1971-12-18,2009-03-30,5
3531,P1100,Kim Rodriguez,M,1971-12-11,2005-10-06,2
3532,P1101,BARRY C. ARGINTAR,M,1980-06-20,1990-08-09,4
3533,P1102,Charles Robbins,M,1980-07-13,2000-06-18,4
3534,P1103,BORARATH M. YANN,F,1956-09-15,1957-04-26,3
3535,P1104,Eileen Rodriguez,F,1956-10-16,1964-09-01,3
3536,P1105,Adrian Lamb,F,1956-10-11,2000-12-08,4
3537,P1106,Ashley Robinson,F,1956-10-11,1998-08-15,3
3538,P1107,Jacob Mayer,F,1956-09-28,1999-09-08,2
3539,P1108,ELAINE K. SOURS,M,1963-04-23,1970-06-14,3
3540,P1109,Robert Orr PhD,M,1963-05-18,2024-08-20,5
3541,P1110,Lauren Jones,M,1963-05-19,1997-02-25,2
3542,P1111,Nicole Clark,M,1963-05-02,2011-10-26,2
3543,P1112,Lonnie Becker,M,1963-05-12,1983-12-09,2
3544,P1113,GARY A. SCHUYLER,F,1981-11-07,2015-04-03,1
3545,P1114,Donna Baker,F,1981-11-12,1982-11-04,5
3546,P1115,JEROME W. NEWMAN,F,1981-07-17,1994-01-25,4
3547,P1116,Marissa Lambert,F,1981-07-18,2008-12-27,3
3548,P1117,ROWLAND L. BROWDER,M,1935-01-09,1981-08-02,4
3549,P1118,Cindy Taylor,M,1935-02-05,2002-12-17,3
3550,P1119,SHEILA RAO,F,1975-04-30,2011-02-02,2
3551,P1120,Shannon Brown,F,1975-05-13,1983-01-01,3
3552,P1121,WILLIAM F. FREIDANK,F,1935-04-14,2011-11-25,2
3553,P1122,Mary Holt,F,1935-05-06,1936-05-18,3
3554,P1123,Thomas Wells,F,1935-04-26,1956-05-27,3
3555,P1124,Yolanda Cummings,F,1935-04-17,1954-09-29,1
3556,P1125,Debra Martinez,F,1935-04-20,1974-08-18,3
3557,P1126,CESAR M. MONTALVAN,F,1954-10-04,2000-09-13,2
3558,P1127,Christopher Santos,F,1954-10-05,1972-10-13,1
3559,P1128,Christina Mendez,F,1954-10-29,1971-12-18,3
3560,P1129,Debra Ortiz,F,1954-10-12,2023-04-14,1
3561,P1130,Nathan Montes,F,1954-10-15,1993-03-29,3
3562,P1131,DAVID E. TOWNSEND,M,1958-10-23,2015-07-20,3
3563,P1132,Austin Kent,M,1958-11-22,1959-12-22,4
3564,P1133,Scott Diaz,M,1958-11-04,1990-09-09,2
3565,P1134,Victoria Smith,M,1958-11-07,1979-08-03,2
3566,P1135,Susan Stanley,M,1958-11-21,1960-08-12,2
3567,P1136,GEORGE D. GILLIAM,F,1998-10-19,2001-03-27,4
3568,P1137,Timothy Cameron,F,1998-11-10,2009-09-28,4
3569,P1138,NANCY PERKINS,F,1992-10-22,2009-12-29,2
3570,P1139,Brittany Santiago,F,1992-11-16,2008-02-02,5
3571,P1140,CHARLES W. JENKINS,M,1947-02-21,2010-06-05,2
3572,P1141,Zachary Anderson,M,1947-02-25,2001-07-30,3
3573,P1142,EDWARD P. SNYDER,F,1943-12-11,2001-10-18,4
3574,P1143,Anna Chase,F,1944-01-03,2006-05-05,2
3575,P1144,Jill Jones,F,1943-12-13,2004-08-29,3
3576,P1145,EMILY MALLINAK,M,1959-04-18,1991-01-03,5
3577,P1146,Paul Blake,M,1959-05-13,1978-05-13,2
3578,P1147,Laura Klein,M,1959-05-18,1978-08-31,2
3579,P1148,Felicia Wang,M,1959-05-10,2024-05-20,2
3580,P1149,Kayla Henry,M,1959-04-26,2011-01-04,3
3581,P1150,FRED T. RENICK,F,1940-01-11,1984-01-21,5
3582,P1151,Abigail Mcconnell,F,1940-02-03,2017-10-26,2
3583,P1152,GABRIEL M. BROWN,M,1998-04-20,2005-06-30,1
3584,P1153,Samantha Peterson,M,1998-05-08,2007-05-20,3
3585,P1154,Jaclyn Flores,M,1998-04-26,2010-07-13,3
3586,P1155,Joseph Arnold,M,1998-04-26,1999-12-21,2
3587,P1156,Shannon Escobar,M,1998-05-15,2015-10-08,4
3588,P1157,JAMES K. MUEHLECK,M,1971-12-13,2006-06-08,4
3589,P1158,Dylan Gardner,M,1972-01-03,1994-11-08,2
3590,P1159,Kevin Rojas,M,1971-12-30,2021-04-09,1
3591,P1160,David Garcia,M,1972-01-05,1976-05-26,4
3592,P1161,Mark Frank Jr.,M,1971-12-17,2014-02-22,3
3593,P1162,JAMES P. MOORE,F,1946-01-07,1961-08-11,4
3594,P1163,Garrett Lopez,F,1946-01-13,1963-01-03,3
3595,P1164,Cody Morton,F,1946-01-25,1958-06-13,2
3596,P1165,Miss Maria Jones DDS,F,1946-02-06,2014-11-21,3
3597,P1166,Ryan Beasley,F,1946-01-15,1980-07-05,1
3598,P1167,MARK A. CRABTREE,F,1975-05-03,2022-03-12,3
3599,P1168,Meghan Crosby,F,1975-05-21,1985-05-17,3
3600,P1169,Joshua Goodman,F,1975-05-04,2010-06-30,3
3601,P1170,JAMES P. JULIAN,F,1996-09-03,2016-01-02,2
3602,P1171,Jamie Richards,F,1996-09-25,2004-07-31,3
3603,P1172,CHARLES M. FERRARA,M,1992-07-11,2024-05-14,2
3604,P1173,Jose Taylor,M,1992-08-05,2005-05-22,3
3605,P1174,CRIS TERNISKY,F,1963-08-16,1995-12-27,3
3606,P1175,Manuel Kim,F,1963-08-30,2023-02-24,2
3607,P1176,Brandon Solomon,F,1963-09-11,2008-12-21,1
3608,P1177,Deborah Juarez,F,1963-09-03,1969-01-14,1
3609,P1178,Aaron Juarez,F,1963-09-16,2010-01-12,1
3610,P1179,DEIRDRE J. MAULL,F,1946-04-11,1949-05-19,4
3611,P1180,Vicki Lester,F,1946-05-02,2009-09-22,2
3612,P1181,Kevin Guerra,F,1946-04-15,1958-03-13,3
3613,P1182,Margaret Snow,F,1946-04-27,1971-09-01,3
3614,P1183,Justin Wilson,F,1946-04-23,2004-05-15,2
3615,P1184,MAUREEN LOCKE,M,1951-01-31,2024-02-05,3
3616,P1185,Thomas Gross,M,1951-02-23,2013-06-01,4
3617,P1186,Elizabeth Delacruz,M,1951-02-03,1994-02-11,2
3618,P1187,PAUL E. LEVINE,F,1984-10-13,2017-09-25,2
3619,P1188,Catherine Hudson,F,1984-10-18,2003-06-22,2
3620,P1189,Joshua Pham,F,1984-10-31,1989-03-09,2
3621,P1190,James Adams,F,1984-11-01,1985-03-03,2
3622,P1191,Robert Taylor,F,1984-11-05,1986-05-09,3
3623,P1192,STEVEN A. LEBEAU,F,1958-12-19,1987-09-09,4
3624,P1193,Frank Klein,F,1959-01-13,1972-07-30,4
3625,P1194,DARIA HAMRAH,M,1963-04-30,2004-07-23,5
3626,P1195,John Martin,M,1963-05-04,1995-04-07,4
3627,P1196,Sydney Wolfe,M,1963-05-07,2011-03-27,4
3628,P1197,Ernest Grant,M,1963-05-25,1993-12-07,2
3629,P1198,Mr. Edward Brown MD,M,1963-05-05,2016-02-22,3
3630,P1199,JEFFREY P. DAVIS,F,1957-01-07,1997-08-25,3
3631,P1200,Valerie Young,F,1957-02-02,1979-05-26,2
3632,P1201,Jamie Rangel,F,1957-01-18,1968-10-21,4
3633,P1202,Regina Gonzalez,F,1957-01-27,2017-09-19,4
3634,P1203,Chloe Evans,F,1957-01-23,1992-04-03,1
3635,P1204,SHAHRZAD SALARTASH,M,1968-10-12,1975-05-20,3
3636,P1205,Alyssa Aguilar,M,1968-11-10,2016-05-08,5
3637,P1206,AMANJOT KHARA,F,1960-10-11,1972-04-09,2
3638,P1207,Melinda Robertson,F,1960-10-24,2022-06-28,4
3639,P1208,Tyler Morrison,F,1960-11-09,1975-01-08,4
3640,P1209,EDWARD F. ROSS,F,1966-03-06,1998-11-11,2
3641,P1210,Aaron Caldwell MD,F,1966-03-07,1992-11-29,5
3642,P1211,Dr. Taylor Patrick,F,1966-03-20,1998-09-04,2
3643,P1212,Cody Jones,F,1966-03-22,2006-05-10,4
3644,P1213,Michael Riley,F,1966-03-10,1989-12-13,4
3645,P1214,KYU J. LEE,M,1985-12-23,1989-07-25,1
3646,P1215,Margaret Cisneros,M,1986-01-01,1992-05-03,2
3647,P1216,PAUL R. STANOVICK,F,1967-02-05,2016-05-26,5
3648,P1217,Jay Bates,F,1967-02-28,2008-06-09,2
3649,P1218,Charles Hughes,F,1967-03-03,1976-01-12,3
3650,P1219,Jamie Bates,F,1967-03-06,1995-06-20,3
3651,P1220,Krista Cole,F,1967-03-04,1992-11-03,2
3652,P1221,WALTER K. MURPHY,F,1966-03-19,1976-08-21,3
3653,P1222,Andrew Myers,F,1966-04-03,2018-11-27,1
3654,P1223,Jason Gutierrez,F,1966-03-31,1986-06-10,2
3655,P1224,Michael Moore,F,1966-04-03,1968-04-30,2
3656,P1225,Richard Martinez,F,1966-04-03,1987-12-13,1
3657,P1226,ANDREW D. ZIMA,F,1939-07-28,1977-05-25,4
3658,P1227,Caleb Short,F,1939-08-02,2007-06-10,4
3659,P1228,Jennifer Obrien,F,1939-07-31,1960-02-25,5
3660,P1229,Paul Kennedy,F,1939-08-06,1956-03-12,4
3661,P1230,David Crawford,F,1939-08-06,1943-11-10,5
3662,P1231,E DEAN BLAIR,F,1959-08-01,2010-07-22,3
3663,P1232,Steven Cherry,F,1959-08-13,1979-05-13,3
3664,P1233,ELIZABETH W. MEI,M,2005-06-12,2019-11-14,2
3665,P1234,Jacqueline Owen,M,2005-06-18,2020-12-16,4
3666,P1235,Cynthia Thomas,M,2005-07-11,2012-03-07,2
3667,P1236,PHILLIP C. ZAUN,F,1981-01-05,1992-04-12,4
3668,P1237,Stacy Curry,F,1981-02-03,2009-12-24,4
3669,P1238,TARAN J. KAUR,M,1954-05-24,1984-01-19,2
3670,P1239,Johnny Petty,M,1954-06-06,2019-08-03,1
3671,P1240,Michael Chen,M,1954-06-02,2012-07-21,4
3672,P1241,MARK S. SORIN,M,1944-10-15,2006-11-06,2
3673,P1242,Lawrence Stanton,M,1944-11-03,1982-08-22,2
3674,P1243,Lisa Love,M,1944-11-14,1990-04-19,3
3675,P1244,Mr. Dean Reyes,M,1944-10-29,1971-10-26,2
3676,P1245,Kyle Murphy,M,1944-10-29,1962-04-25,5
3677,P1246,WILLIAM LANCASTER,F,1960-12-16,1961-08-14,3
3678,P1247,Molly Flores,F,1960-12-26,1992-12-31,1
3679,P1248,Raymond Lam,F,1960-12-24,1986-10-31,4
3680,P1249,Jennifer Morales,F,1961-01-08,1998-10-25,1
3681,P1250,Nathan Hanson,F,1961-01-09,2014-03-26,3
3682,P1251,AMANDA B. KUHN,M,1990-07-23,1997-06-05,4
3683,P1252,Thomas Shaw,M,1990-08-13,2015-01-13,3
3684,P1253,DALE C. ROGERS,F,1956-06-03,1972-05-01,4
3685,P1254,Thomas Castillo,F,1956-07-04,1969-02-18,4
3686,P1255,Debra Johnson,F,1956-06-26,1960-10-10,2
3687,P1256,FAITH W. TRENT,F,1995-02-22,1998-01-11,4
3688,P1257,Courtney Clark,F,1995-03-07,2009-12-16,3
3689,P1258,Cole Morgan,F,1995-02-25,2024-05-03,3
3690,P1259,Ryan Sherman,F,1995-03-21,2019-02-27,2
3691,P1260,Heather Pham,F,1995-03-16,1998-08-13,2
3692,P1261,HOOD E. BIGGERS,M,1949-03-03,1977-05-06,2
3693,P1262,Barbara Mosley,M,1949-03-04,1974-02-24,3
3694,P1263,Tracy Pratt,M,1949-03-25,1963-02-26,2
3695,P1264,JOHN A. FLOWERS,M,1952-01-05,1961-05-17,3
3696,P1265,Joshua Preston,M,1952-01-14,1989-03-06,2
3697,P1266,JOSE E. GALLEGOS,F,1937-05-24,1994-08-13,3
3698,P1267,Tina Lyons,F,1937-05-25,1967-10-12,4
3699,P1268,MERISSA F. MULE,F,1953-10-02,2009-02-19,4
3700,P1269,Sara Sanchez,F,1953-10-24,1966-05-11,3
3701,P1270,Maria Kirby,F,1953-10-25,2021-01-25,1
3702,P1271,Jessica Fisher,F,1953-10-07,2017-10-17,5
3703,P1272,Kathryn Thomas,F,1953-10-06,1966-09-10,2
3704,P1273,RICHARD S. VACCA,F,1954-01-01,1976-12-27,4
3705,P1274,Lisa Gibson,F,1954-01-06,1955-09-21,4
3706,P1275,SHARON F. HARRIS,F,1964-06-30,1966-03-09,3
3707,P1276,Charles Gray,F,1964-07-15,2016-09-03,4
3708,P1277,Christopher Miller,F,1964-07-26,1983-08-29,2
3709,P1278,Eric Herrera,F,1964-07-05,2002-04-27,4
3710,P1279,Anita Chavez,F,1964-07-22,1965-03-06,3
3711,P1280,CARL M. BLOCK,M,1996-05-29,2002-11-09,4
3712,P1281,Alex Bryant,M,1996-06-02,2006-01-24,1
3713,P1282,Catherine Sutton,M,1996-06-27,2000-11-03,2
3714,P1283,Elizabeth Dunn,M,1996-06-17,1999-03-11,3
3715,P1284,David Myers,M,1996-06-04,2004-09-06,4
3716,P1285,CHRISTINE E. OTTERSBERG,M,1956-02-27,1991-05-15,2
3717,P1286,Anne Robertson,M,1956-03-20,1956-06-01,4
3718,P1287,Tina Carter,M,1956-03-12,1992-09-01,3
3719,P1288,Anthony Nelson,M,1956-03-19,1969-01-07,1
3720,P1289,Richard Calhoun,M,1956-03-01,2011-05-12,4
3721,P1290,CHRISTOPHER CIOS,M,1964-06-25,2009-05-04,4
3722,P1291,Scott Ellis,M,1964-07-19,1994-02-01,4
3723,P1292,Emily Davis,M,1964-07-22,1978-07-19,1
3724,P1293,Michael Moore,M,1964-06-27,1986-10-24,4
3725,P1294,Christina Bennett,M,1964-07-25,2006-12-31,5
3726,P1295,FRANK L. ANGUS,M,1969-12-16,2011-06-13,5
3727,P1296,Angel Good,M,1969-12-19,1983-03-12,5
3728,P1297,HARLAN A. SCHUFELDT,M,1979-10-17,1991-03-10,2
3729,P1298,Kelly Richards,M,1979-11-17,2017-11-11,3
3730,P1299,JANIS L. FULLER,F,1948-10-02,1959-07-03,1
3731,P1300,Julia Allison,F,1948-10-31,1982-04-20,4
3732,P1301,Kristina Deleon,F,1948-10-27,1995-02-23,5
3733,P1302,JOHN E. WARD,M,2002-08-25,2005-03-21,2
3734,P1303,Dr. Jessica Manning,M,2002-08-30,2022-01-03,2
3735,P1304,Janice Johnson,M,2002-09-22,2004-02-14,2
3736,P1305,JOY S. MORETTI,F,1975-08-12,1980-02-23,3
3737,P1306,Elizabeth Mays,F,1975-08-31,1990-10-03,5
3738,P1307,MICHAEL CATOGGIO,M,1975-07-03,1996-08-18,4
3739,P1308,Mr. Charles Newman,M,1975-07-29,2016-09-18,4
3740,P1309,Jonathan Ruiz,M,1975-07-16,2020-12-10,4
3741,P1310,Kristina Jordan,M,1975-07-07,1986-03-27,1
3742,P1311,Joseph Martinez,M,1975-08-03,2020-08-20,4
3743,P1312,RANDAL KING,F,1977-11-30,2009-04-17,3
3744,P1313,David Burgess Jr.,F,1977-12-18,2001-11-04,3
3745,P1314,RICHARD H. LEE,M,1999-01-12,1999-02-05,3
3746,P1315,Cynthia Salazar,M,1999-01-14,2015-04-02,3
3747,P1316,RUSSELL A. CLEVELAND,M,1945-12-20,2006-06-02,4
3748,P1317,Darius Baker DDS,M,1945-12-24,2003-08-08,3
3749,P1318,RUSSELL N. MOSHER,M,1942-03-18,1954-11-26,2
3750,P1319,Alexander Jones,M,1942-04-14,1964-06-08,1
3751,P1320,Scott Bell,M,1942-03-24,1994-10-27,1
3752,P1321,Christina Mccall,M,1942-04-04,1961-12-16,3
3753,P1322,Dakota Church,M,1942-04-03,1974-09-06,2
3754,P1323,PREETI K. SASTRY,M,1992-07-07,2007-04-07,3
3755,P1324,Haley Walker,M,1992-07-09,2003-03-15,5
3756,P1325,David Andrade,M,1992-08-05,2008-06-16,5
3757,P1326,Stephen Solis,M,1992-07-16,2020-08-04,5
3758,P1327,Corey Pena,M,1992-07-31,2015-05-07,3
3759,P1328,JENNIFER R. RICE,F,1956-11-26,2022-07-10,4
3760,P1329,Brian Burnett,F,1956-12-26,1967-05-10,5
3761,P1330,TERESA A. BAISEY,F,2001-09-27,2004-03-19,2
3762,P1331,Tara Wood,F,2001-10-27,2004-09-05,4
3763,P1332,Gilbert Jensen,F,2001-10-07,2017-07-05,1
3764,P1333,MARKO VENNE,F,1970-06-04,2023-09-16,1
3765,P1334,Dana Dyer,F,1970-06-30,2016-09-12,1
3766,P1335,PAUL N. ANDERSON,F,1979-08-19,1994-06-23,2
3767,P1336,Scott Willis,F,1979-09-09,2019-12-06,4
3768,P1337,R. BENJAMIN ELLIS,F,1964-10-22,1983-07-19,4
3769,P1338,Megan Jenkins,F,1964-11-16,1980-05-24,2
3770,P1339,ROSS EPSTEIN,F,1942-03-28,2020-05-13,4
3771,P1340,Jill Myers,F,1942-04-18,2021-02-23,5
3772,P1341,BENJAMIN T. WATSON,M,2006-07-23,2008-12-22,2
3773,P1342,Mark Mcdonald,M,2006-08-13,2022-12-17,3
3774,P1343,HARALAMBOS C. GAROFALIS,F,1987-12-31,1990-02-19,4
3775,P1344,Alexis Lopez,F,1988-01-21,2001-06-30,1
3776,P1345,KIMBERLY J. GREENWELL,F,1945-07-04,2007-03-09,2
3777,P1346,Jason Johnson,F,1945-07-27,1984-02-19,3
3778,P1347,MCKINLEY L. PRICE,M,1934-12-17,1976-06-28,4
3779,P1348,Kyle Yoder,M,1934-12-25,1996-09-05,4
3780,P1349,Lisa Franklin,M,1934-12-25,1936-02-18,3
3781,P1350,Brenda Mcbride,M,1935-01-12,1988-10-26,4
3782,P1351,Eric White,M,1935-01-03,1957-09-15,4
3783,P1352,MELISSA A. RESTREPO,M,1995-02-26,2024-07-29,2
3784,P1353,Bryan Parker,M,1995-03-21,2012-02-28,4
3785,P1354,Katie Hernandez,M,1995-03-29,2007-05-07,1
3786,P1355,Rebecca Brown,M,1995-03-27,2014-05-18,3
3787,P1356,Christopher Smith,M,1995-03-19,2003-06-18,3
3788,P1357,MICHAEL E. SAGMAN,M,1935-10-24,1955-09-10,4
3789,P1358,Paula Smith,M,1935-10-30,1992-07-23,5
3790,P1359,Andrew Pearson,M,1935-11-05,1999-08-15,2
3791,P1360,Austin Parsons,M,1935-11-17,2017-05-17,2
3792,P1361,Amanda Watkins,M,1935-11-02,1977-11-17,4
3793,P1362,SHANNON M. MARTIN,F,1980-02-19,1991-12-26,5
3794,P1363,Cassandra Harvey,F,1980-02-27,2003-11-18,4
3795,P1364,Robert Davis,F,1980-03-18,2014-11-02,3
3796,P1365,Timothy Hughes,F,1980-03-01,2000-10-16,2
3797,P1366,Donna Richards,F,1980-03-08,1994-06-30,2
3798,P1367,STEPHEN D. MACGREGOR,F,1985-01-16,1994-11-23,2
3799,P1368,Jessica Erickson,F,1985-02-02,1987-09-02,4
3800,P1369,Molly Hayes,F,1985-01-22,1995-12-10,1
3801,P1370,Joshua Reed,F,1985-01-19,1995-03-13,4
3802,P1371,Michelle Thomas,F,1985-01-21,2012-09-08,4
3803,P1372,THOMAS E. WITTY,F,1938-07-27,2023-09-14,2
3804,P1373,William Case,F,1938-08-22,1986-05-25,4
3805,P1374,SHANNON M. SAWYER,M,1984-06-08,1985-03-07,2
3806,P1375,Joseph Wilson,M,1984-06-13,2005-06-14,3
3807,P1376,Karen Torres,M,1984-06-27,2006-05-27,4
3808,P1377,Carolyn Anderson,M,1984-06-17,2006-07-28,3
3809,P1378,Elizabeth Haney,M,1984-06-15,2019-07-19,4
3810,P1379,HARRY E. RAMSEY,M,2003-02-24,2009-10-11,3
3811,P1380,Connor Walker,M,2003-03-15,2006-06-24,4
3812,P1381,Robert Carroll,M,2003-02-26,2004-05-07,1
3813,P1382,Matthew Davenport,M,2003-03-24,2006-05-11,3
3814,P1383,Melissa Henderson,M,2003-03-09,2014-05-11,3
3815,P1384,KIMBROUGH M. HORNSBY,M,1977-04-26,1992-06-27,4
3816,P1385,John Wade,M,1977-05-03,2020-07-17,2
3817,P1386,RANDY J. EBERLY,F,2000-09-17,2021-11-10,5
3818,P1387,Marc Hudson,F,2000-10-15,2002-09-15,2
3819,P1388,Christina Walker,F,2000-09-23,2017-12-31,3
3820,P1389,Sean Nichols,F,2000-09-26,2023-03-07,3
3821,P1390,Jennifer Cox,F,2000-10-05,2009-05-27,4
3822,P1391,WARREN E. SACHS,M,1937-09-27,1952-10-02,2
3823,P1392,Shawn Hatfield,M,1937-10-15,1973-03-04,2
3824,P1393,JILL Y. MERRELL,M,1979-04-25,1990-01-31,2
3825,P1394,Kenneth Haley,M,1979-04-28,2008-09-11,5
3826,P1395,Ashley Fry,M,1979-05-13,2008-08-24,4
3827,P1396,JOHN P. BAKER,M,1998-03-08,2002-04-11,5
3828,P1397,Steven Thomas,M,1998-03-28,2014-08-22,4
3829,P1398,MONICA L. CLISSO,M,1943-04-15,1982-11-06,3
3830,P1399,Victoria Watson,M,1943-05-10,1973-09-17,2
3831,P1400,STEVEN E. NAUSS,F,1950-08-20,1996-12-29,3
3832,P1401,Judy Jackson,F,1950-09-13,1968-01-19,5
3833,P1402,BRUCE L. BOSWORTH,M,1989-12-13,1997-09-19,5
3834,P1403,Christie Russell,M,1990-01-03,2024-03-01,4
3835,P1404,Laura Lee,M,1989-12-25,1990-08-27,4
3836,P1405,Rebecca Ray,M,1989-12-19,1990-01-28,3
3837,P1406,Lance Perez,M,1989-12-25,1991-06-11,2
3838,P1407,ROBERT H. BODENDORF,M,1943-04-15,1993-11-29,2
3839,P1408,Tracie Evans,M,1943-04-30,1995-02-17,2
3840,P1409,Kimberly Olsen,M,1943-05-03,1999-01-29,2
3841,P1410,TIAN FEI,M,1937-06-08,2016-09-11,5
3842,P1411,Ashley Fleming,M,1937-06-15,2021-08-11,4
3843,P1412,Matthew Small,M,1937-06-21,2014-09-25,1
3844,P1413,Kathy Bell,M,1937-07-09,2012-05-27,4
3845,P1414,Taylor Obrien,M,1937-07-06,1968-10-30,4
3846,P1415,TIFFANY N. NIGHTENGALE,F,1983-01-02,2009-11-12,2
3847,P1416,Nicholas Norton,F,1983-01-11,2023-11-07,3
3848,P1417,MARIE S. JOSEPH,M,1969-03-29,1978-03-31,5
3849,P1418,Scott Peterson,M,1969-04-24,2022-11-28,5
3850,P1419,Rodney Parker,M,1969-04-09,2014-05-06,2
3851,P1420,JAMES M. ROBERSON,F,1981-09-25,1996-05-14,5
3852,P1421,Tammy Weaver,F,1981-10-19,2007-11-03,2
3853,P1422,BRADLEY S. TROTTER,M,1957-06-09,1969-06-22,3
3854,P1423,David Ortiz,M,1957-06-15,2008-03-04,2
3855,P1424,Ryan Adams,M,1957-07-08,2010-12-22,4
3856,P1425,ROBERT L. ONEILL,F,1935-03-30,2012-06-18,2
3857,P1426,Karen Nguyen,F,1935-04-19,2016-02-27,3
3858,P1427,Rebecca Hoover,F,1935-04-21,2017-06-05,3
3859,P1428,Luke Frazier,F,1935-04-11,1981-06-07,3
3860,P1429,Jennifer Bryant,F,1935-04-14,1957-02-14,4
3861,P1430,STEPHEN L. BISSELL,F,1948-09-14,1981-07-19,4
3862,P1431,Deborah Steele,F,1948-09-16,2010-04-29,1
3863,P1432,CHARLES F. GRIFFIN,M,1979-08-21,1994-01-21,2
3864,P1433,Justin Owens,M,1979-09-02,2000-02-20,2
3865,P1434,Jacqueline Lawson,M,1979-08-25,2016-07-23,4
3866,P1435,Christopher Cole,M,1979-09-02,2018-03-03,3
3867,P1436,Michelle Boyd,M,1979-09-13,1987-04-07,3
3868,P1437,HERBERT R. BOYD,F,1993-04-22,1997-02-13,4
3869,P1438,William Jones,F,1993-04-26,2001-09-13,3
3870,P1439,Benjamin Delgado,F,1993-05-07,2012-07-31,5
3871,P1440,JOHN W. LYNN,F,1956-12-02,2003-08-03,2
3872,P1441,Joshua House,F,1956-12-27,1975-02-22,2
3873,P1442,Billy Choi,F,1956-12-10,1981-08-12,1
3874,P1443,ALFRED P. MOORE,M,2004-01-02,2011-04-11,2
3875,P1444,James Gonzalez,M,2004-01-05,2011-09-30,4
3876,P1445,JOHN F. HUNT,F,1978-01-09,2004-12-19,4
3877,P1446,Latoya Yang,F,1978-01-20,1998-12-20,4
3878,P1447,VINITA J. FOLCK,F,1995-09-13,2006-01-28,3
3879,P1448,Mark Zamora,F,1995-10-01,2010-12-26,1
3880,P1449,VINCENT J. CLARK,M,1972-07-08,1989-07-15,5
3881,P1450,Cheryl Parks,M,1972-07-25,2012-10-24,2
